Loop,InitialCost,FinalCost,ImprovementPercent
roll,0.214400744423422,0.147995164820735,30.9726441394915
pitch,0.130565978375062,0.114121775014988,12.5945545422532
course,1.48405869752186,1.06389403429887,28.3118628612604
altitude,0.810477972251963,0.778022684204748,4.00446269465365
airspeed,0.0622702871278121,0.0161179285765326,74.1161807340796
